communityID,urban_score_trans
1053811,6.6664
1053812,6.6664
1053813,6.6664
1082061,3.3332
1082062,0
1082063,3.3332
1082591,1.6666
1082592,4.9998000000000005
1082593,4.9998000000000005
1101311,6.6664
1101312,8.333
1101313,3.3332
1111541,9.999600000000001
1111542,1.6666
1111543,8.333
1127441,6.6664
1127442,3.3332
1127443,6.6664
1146041,6.6664
1146042,9.999600000000001
1146043,6.6664
1160061,3.3332
1160062,6.6664
1160063,3.3332
1174891,4.9998000000000005
1174892,4.9998000000000005
1174893,6.6664
1182761,0
1182762,0
1182763,3.3332
1224901,6.6664
1224902,1.6666
1224903,8.333
1240991,3.3332
1240992,1.6666
1240993,6.6664
1340041,6.6664
1340042,6.6664
1340043,9.999600000000001
1349021,9.999600000000001
1349022,9.999600000000001
1349023,4.9998000000000005
1355591,3.3332
1355592,4.9998000000000005
1355593,1.6666
1382021,4.9998000000000005
1382022,4.9998000000000005
1382023,4.9998000000000005
1411541,6.6664
1411542,6.6664
1411543,3.3332
1424031,4.9998000000000005
1424032,4.9998000000000005
1424033,9.999600000000001
1440161,9.999600000000001
1440162,6.6664
1440163,6.6664
1455281,6.6664
1455282,3.3332
1455283,6.6664
1504781,4.9998000000000005
1504782,4.9998000000000005
1504783,6.6664
1511561,6.6664
1511562,6.6664
1511563,6.6664
1538591,6.6664
1538592,6.6664
1538593,4.9998000000000005
1540441,6.6664
1540442,6.6664
1540443,6.6664
1540581,6.6664
1540582,4.9998000000000005
1540583,8.333
1546281,3.3332
1546282,3.3332
1546283,1.6666
1546311,3.3332
1546312,1.6666
1546313,4.9998000000000005
1546761,1.6666
1546762,0
1546763,3.3332
1556761,4.9998000000000005
1556762,4.9998000000000005
1556763,6.6664
1582311,6.6664
1582312,4.9998000000000005
1582313,3.3332
1582781,4.9998000000000005
1582782,6.6664
1582783,3.3332
1601041,8.333
1601042,6.6664
1601043,6.6664
1611591,4.9998000000000005
1611592,4.9998000000000005
1611593,6.6664
1624311,6.6664
1624312,6.6664
1624313,6.6664
1660061,3.3332
1660062,0
1660063,3.3332
1682311,6.6664
1682312,1.6666
1682313,4.9998000000000005
1711591,6.6664
1711592,6.6664
1711593,4.9998000000000005
1746431,3.3332
1746432,6.6664
1746433,4.9998000000000005
1755311,3.3332
1755312,4.9998000000000005
1755313,4.9998000000000005
1774021,4.9998000000000005
1774022,4.9998000000000005
1774023,6.6664
1840371,4.9998000000000005
1840372,4.9998000000000005
1840373,6.6664
1940371,6.6664
1940372,6.6664
1940373,6.6664
2001041,6.6664
2001042,6.6664
2001043,3.3332
2024541,6.6664
2024542,6.6664
2024543,3.3332
2040281,6.6664
2040282,6.6664
2040283,6.6664
2049061,6.6664
2049062,6.6664
2049063,3.3332
2053041,6.6664
2053042,6.6664
2053043,6.6664
2074061,3.3332
2074062,3.3332
2074063,6.6664
2074281,4.9998000000000005
2074282,3.3332
2074283,8.333
2111541,3.3332
2111542,1.6666
2111543,6.6664
2111761,8.333
2111762,4.9998000000000005
2111763,6.6664
2124281,6.6664
2124282,9.999600000000001
2124283,6.6664
2411161,8.333
2411162,6.6664
2411163,6.6664
2427021,3.3332
2427022,1.6666
2427023,1.6666
2440561,6.6664
2440562,6.6664
2440563,4.9998000000000005
2446041,6.6664
2446042,6.6664
2446043,0
2446761,4.9998000000000005
2446762,6.6664
2446763,4.9998000000000005
2616761,0
2616762,6.6664
2616763,0
2627281,1.6666
2627282,3.3332
2627283,6.6664
2653591,4.9998000000000005
2653592,6.6664
2653593,3.3332
2655761,3.3332
2655762,6.6664
2655763,3.3332
2660591,0
2660592,3.3332
2660593,9.999600000000001
2663061,3.3332
2663062,4.9998000000000005
2663063,3.3332
2686061,6.6664
2686062,4.9998000000000005
2686063,3.3332
2704021,3.3332
2704022,6.6664
2704023,6.6664
2718061,0
2718062,6.6664
2718063,1.6666
2749511,4.9998000000000005
2749512,6.6664
2749513,3.3332
2755591,4.9998000000000005
2755592,6.6664
2755593,6.6664
2801541,6.6664
2801542,4.9998000000000005
2801543,3.3332
2811041,4.9998000000000005
2811042,6.6664
2811043,4.9998000000000005
2811161,3.3332
2811162,4.9998000000000005
2811163,6.6664
2855021,0
2855022,6.6664
2855023,1.6666
2882511,6.6664
2882512,3.3332
2882513,0
2916761,1.6666
2916762,0
2916763,3.3332
2924581,6.6664
2924582,6.6664
2924583,6.6664
2940281,6.6664
2940282,6.6664
2940283,6.6664
2940991,1.6666
2940992,6.6664
2940993,4.9998000000000005
2953311,1.6666
2953312,4.9998000000000005
2953313,6.6664
2960061,3.3332
2960062,4.9998000000000005
2960063,4.9998000000000005
2960811,1.6666
2960812,1.6666
2960813,3.3332
2963311,3.3332
2963312,0
2963313,3.3332
2974391,6.6664
2974392,6.6664
2974393,6.6664
2982451,3.3332
2982452,6.6664
2982453,1.6666
2986311,2.7776666666666667
2986312,3.3332
2986313,4.444266666666667
3201461,3.3332
3201462,3.3332
3201463,6.6664
3211161,6.6664
3211162,4.9998000000000005
3211163,4.9998000000000005
3211311,9.999600000000001
3211312,3.3332
3211313,6.6664
3216591,0
3216592,8.333
3216593,4.9998000000000005
3240451,6.6664
3240452,3.3332
3240453,6.6664
3240781,6.6664
3240782,6.6664
3240783,6.6664
3246811,3.3332
3246812,4.9998000000000005
3246813,4.9998000000000005
3253061,1.6666
3253062,4.9998000000000005
3253063,3.3332
3255541,6.6664
3255542,3.3332
3255543,4.9998000000000005
3263461,4.9998000000000005
3263462,0
3263463,4.9998000000000005
3263591,3.3332
3263592,3.3332
3263593,1.6666
3301021,4.9998000000000005
3301022,3.3332
3301023,6.6664
3301311,3.3332
3301312,4.9998000000000005
3301313,3.3332
3304041,6.6664
3304042,6.6664
3304043,4.9998000000000005
3340021,6.6664
3340022,6.6664
3340023,3.3332
3346311,3.3332
3346312,6.6664
3346313,6.6664
3360591,0
3360592,6.6664
3360593,6.6664
3382311,6.6664
3382312,4.9998000000000005
3382313,0
3452331,0
3452332,0
3452333,6.6664
3477631,4.9998000000000005
3477632,6.6664
3477633,4.9998000000000005
