communityID,urban_score_markets
0655461,3.3333333333333335
0655462,2.2222222222222223
0655463,3.3333333333333335
0724281,5.555555555555555
0724282,3.3333333333333335
0724283,4.444444444444445
0740021,3.3333333333333335
0740022,3.3333333333333335
0740023,3.3333333333333335
0740041,5.555555555555555
0740042,3.3333333333333335
0740043,3.3333333333333335
0740571,6.666666666666667
0740572,6.666666666666667
0740573,2.2222222222222223
0746311,5.555555555555555
0746312,2.2222222222222223
0746313,3.3333333333333335
0749811,3.3333333333333335
0749812,3.3333333333333335
0749813,5.555555555555555
0753761,4.444444444444445
0753762,6.666666666666667
0753763,3.3333333333333335
0755041,4.444444444444445
0755042,7.777777777777778
0755043,4.444444444444445
0782331,3.3333333333333335
0782332,3.3333333333333335
0782333,8.88888888888889
0896761,3.3333333333333335
0896762,6.666666666666667
0896763,3.3333333333333335
0940041,0
0940042,5.555555555555555
0940043,3.3333333333333335
1017911,0
1017912,3.3333333333333335
1017913,0
1040041,4.444444444444445
1040042,3.3333333333333335
1040043,5.555555555555555
1051021,6.666666666666667
1051022,6.666666666666667
1051023,8.88888888888889
1053811,6.666666666666667
1053812,3.3333333333333335
1053813,4.444444444444445
1082061,2.2222222222222223
1082062,0
1082063,2.2222222222222223
1082591,3.3333333333333335
1082592,3.3333333333333335
1082593,6.666666666666667
1101311,5.555555555555555
1101312,5.555555555555555
1101313,0
1111541,8.88888888888889
1111542,2.2222222222222223
1111543,3.3333333333333335
1127441,4.444444444444445
1127442,3.3333333333333335
1127443,6.666666666666667
1146041,3.3333333333333335
1146042,2.2222222222222223
1146043,4.444444444444445
1160061,3.3333333333333335
1160062,5.555555555555555
1160063,3.3333333333333335
1174891,3.3333333333333335
1174892,3.3333333333333335
1174893,4.444444444444445
1182761,2.2222222222222223
1182762,3.3333333333333335
1182763,3.3333333333333335
1224901,3.3333333333333335
1224902,2.2222222222222223
1224903,3.3333333333333335
1240991,3.3333333333333335
1240992,3.3333333333333335
1240993,3.3333333333333335
1340041,3.3333333333333335
1340042,6.666666666666667
1340043,3.3333333333333335
1349021,3.3333333333333335
1349022,5.555555555555555
1349023,6.666666666666667
1355591,3.3333333333333335
1355592,3.3333333333333335
1355593,3.3333333333333335
1382021,3.3333333333333335
1382022,4.444444444444445
1382023,3.3333333333333335
1411541,3.3333333333333335
1411542,6.666666666666667
1411543,3.3333333333333335
1424031,6.666666666666667
1424032,6.666666666666667
1424033,5.555555555555555
1440161,0
1440162,0
1440163,3.3333333333333335
1455281,4.444444444444445
1455282,3.3333333333333335
1455283,5.555555555555555
1504781,3.3333333333333335
1504782,5.555555555555555
1504783,5.555555555555555
1511561,7.777777777777778
1511562,7.777777777777778
1511563,4.444444444444445
1538591,5.555555555555555
1538592,6.666666666666667
1538593,0
1540441,6.666666666666667
1540442,3.3333333333333335
1540443,3.3333333333333335
1540581,4.444444444444445
1540582,6.666666666666667
1540583,3.3333333333333335
1546281,3.3333333333333335
1546282,3.3333333333333335
1546283,3.3333333333333335
1546311,3.3333333333333335
1546312,5.555555555555555
1546313,3.3333333333333335
1546761,3.3333333333333335
1546762,3.3333333333333335
1546763,3.3333333333333335
1556761,3.3333333333333335
1556762,3.3333333333333335
1556763,5.555555555555555
1582311,5.555555555555555
1582312,10
1582313,3.3333333333333335
1582781,4.444444444444445
1582782,5.555555555555555
1582783,6.666666666666667
1601041,5.555555555555555
1601042,3.3333333333333335
1601043,6.666666666666667
1611591,3.3333333333333335
1611592,3.3333333333333335
1611593,5.555555555555555
1624311,5.555555555555555
1624312,5.555555555555555
1624313,6.666666666666667
1660061,3.3333333333333335
1660062,2.2222222222222223
1660063,3.3333333333333335
1682311,3.3333333333333335
1682312,6.666666666666667
1682313,6.666666666666667
1711591,0
1711592,3.3333333333333335
1711593,2.2222222222222223
1746431,1.1111111111111112
1746432,3.3333333333333335
1746433,1.1111111111111112
1755311,5.555555555555555
1755312,3.3333333333333335
1755313,3.3333333333333335
1774021,3.3333333333333335
1774022,3.3333333333333335
1774023,3.3333333333333335
1840371,3.3333333333333335
1840372,5.555555555555555
1840373,3.3333333333333335
1940371,6.666666666666667
1940372,4.444444444444445
1940373,0
2001041,6.666666666666667
2001042,5.555555555555555
2001043,3.3333333333333335
2024541,2.2222222222222223
2024542,3.3333333333333335
2024543,6.666666666666667
2040281,2.2222222222222223
2040282,3.3333333333333335
2040283,0
2049061,0
2049062,4.444444444444445
2049063,2.2222222222222223
2053041,7.777777777777778
2053042,6.666666666666667
2053043,6.666666666666667
2074061,6.666666666666667
2074062,3.3333333333333335
2074063,3.3333333333333335
2074281,2.2222222222222223
2074282,3.3333333333333335
2074283,3.3333333333333335
2111541,5.555555555555555
2111542,4.444444444444445
2111543,3.3333333333333335
2111761,3.3333333333333335
2111762,3.3333333333333335
2111763,0
2124281,3.3333333333333335
2124282,3.3333333333333335
2124283,6.666666666666667
2411161,3.3333333333333335
2411162,6.666666666666667
2411163,8.88888888888889
2427021,0
2427022,0
2427023,3.3333333333333335
2440561,5.555555555555555
2440562,10
2440563,3.3333333333333335
2446041,5.555555555555555
2446042,3.3333333333333335
2446043,3.3333333333333335
2446761,4.444444444444445
2446762,3.3333333333333335
2446763,3.3333333333333335
2616761,2.2222222222222223
2616762,6.666666666666667
2616763,3.3333333333333335
2627281,3.3333333333333335
2627282,3.3333333333333335
2627283,3.3333333333333335
2653591,4.444444444444445
2653592,7.777777777777778
2653593,3.3333333333333335
2655761,5.555555555555555
2655762,6.666666666666667
2655763,3.3333333333333335
2660591,3.3333333333333335
2660592,3.3333333333333335
2660593,3.3333333333333335
2663061,5.555555555555555
2663062,3.3333333333333335
2663063,3.3333333333333335
2686061,3.3333333333333335
2686062,8.88888888888889
2686063,5.555555555555555
2704021,0
2704022,3.3333333333333335
2704023,3.3333333333333335
2718061,3.3333333333333335
2718062,6.666666666666667
2718063,0
2749511,3.3333333333333335
2749512,3.3333333333333335
2749513,3.3333333333333335
2755591,0
2755592,6.666666666666667
2755593,5.555555555555555
2801541,3.3333333333333335
2801542,3.3333333333333335
2801543,3.3333333333333335
2811041,3.3333333333333335
2811042,2.2222222222222223
2811043,8.88888888888889
2811161,0
2811162,3.3333333333333335
2811163,3.3333333333333335
2855021,0
2855022,3.3333333333333335
2855023,6.666666666666667
2882511,3.3333333333333335
2882512,3.3333333333333335
2882513,3.3333333333333335
2916761,3.3333333333333335
2916762,3.3333333333333335
2916763,2.2222222222222223
2924581,0
2924582,6.666666666666667
2924583,6.666666666666667
2940281,6.666666666666667
2940282,0
2940283,5.555555555555555
2940991,3.3333333333333335
2940992,3.3333333333333335
2940993,3.3333333333333335
2953311,3.3333333333333335
2953312,1.1111111111111112
2953313,5.555555555555555
2960061,2.2222222222222223
2960062,1.1111111111111112
2960063,3.3333333333333335
2960811,3.3333333333333335
2960812,3.3333333333333335
2960813,3.3333333333333335
2963311,3.3333333333333335
2963312,3.3333333333333335
2963313,3.3333333333333335
2974391,4.444444444444445
2974392,3.3333333333333335
2974393,3.3333333333333335
2982451,2.2222222222222223
2982452,4.444444444444445
2982453,0
2986311,1.8518518518518519
2986312,3.3333333333333335
2986313,1.8518518518518519
3201461,3.3333333333333335
3201462,3.3333333333333335
3201463,0
3211161,6.666666666666667
3211162,4.444444444444445
3211163,3.3333333333333335
3211311,5.555555555555555
3211312,3.3333333333333335
3211313,5.555555555555555
3216591,3.3333333333333335
3216592,6.666666666666667
3216593,5.555555555555555
3240451,0
3240452,2.2222222222222223
3240453,3.3333333333333335
3240781,6.666666666666667
3240782,6.666666666666667
3240783,5.555555555555555
3246811,5.555555555555555
3246812,6.666666666666667
3246813,4.444444444444445
3253061,3.3333333333333335
3253062,5.555555555555555
3253063,0
3255541,3.3333333333333335
3255542,2.2222222222222223
3255543,3.3333333333333335
3263461,3.3333333333333335
3263462,0
3263463,0
3263591,2.2222222222222223
3263592,2.2222222222222223
3263593,3.3333333333333335
3301021,7.777777777777778
3301022,3.3333333333333335
3301023,3.3333333333333335
3301311,0
3301312,0
3301313,0
3304041,6.666666666666667
3304042,3.3333333333333335
3304043,3.3333333333333335
3340021,6.666666666666667
3340022,6.666666666666667
3340023,3.3333333333333335
3346311,6.666666666666667
3346312,3.3333333333333335
3346313,3.3333333333333335
3360591,2.2222222222222223
3360592,3.3333333333333335
3360593,3.3333333333333335
3382311,4.444444444444445
3382312,5.555555555555555
3382313,3.3333333333333335
3452331,0
3452332,3.3333333333333335
3452333,6.666666666666667
3477631,4.444444444444445
3477632,3.3333333333333335
3477633,4.444444444444445
