communityID,year,province_eng,city_eng,urban_score_comm,urban_score_house,urban_score_econ,urban_score_sani,urban_score,reliability
0182062,2011,Yunnan,Lijiang,5.117647058823529,4.25,1.9705882352941173,3.31578947368421,14.654024767801857,Excellent
0182063,2011,Yunnan,Lijiang,3.666666666666667,5.208333333333334,2.4523809523809526,3.2744565217391304,14.601837474120083,Excellent
0304761,2011,Fujian,Zhangzhou,5.130434782608696,7.142857142857142,7.260869565217392,6.517857142857143,26.05201863354037,Excellent
0304762,2011,Fujian,Zhangzhou,6.157894736842105,7.625,4.802631578947368,9,27.585526315789473,Excellent
0304763,2011,Fujian,Zhangzhou,5.32,5.185185185185185,4.799019607843137,5,20.304204793028322,Excellent
0311061,2011,Fujian,Putian,5.674418604651162,5.9375,3.977272727272727,5.729166666666666,21.318357998590557,Excellent
0311062,2011,Fujian,Putian,5.878787878787879,5,5.28030303030303,5.657894736842105,21.816985645933016,Good
0311063,2011,Fujian,Putian,7.181818181818182,6.9,5.613636363636363,7.4,27.095454545454544,Excellent
0340431,2011,Fujian,Fuzhou,5.333333333333333,4.75,5.361111111111111,2.875,18.319444444444443,Excellent
0340432,2011,Fujian,Fuzhou,5.771428571428572,7.124999999999999,5.0357142857142865,6,23.932142857142857,Excellent
0340433,2011,Fujian,Fuzhou,5.545454545454546,5.61923076923077,3.6136363636363633,5.692307692307692,20.470629370629368,Excellent
0346761,2011,Fujian,Ningde,5.666666666666666,3.8541666666666674,3.4318181818181817,3.333333333333334,16.28598484848485,Excellent
0346762,2011,Fujian,Ningde,4.680851063829787,4.700000000000001,4.9787234042553195,4.2,18.559574468085106,Excellent
0346763,2011,Fujian,Ningde,4.448979591836735,4.2857142857142865,4.041666666666667,2.410714285714286,15.187074829931975,Excellent
0467461,2011,Qinghai,Haidong,4.769230769230769,3.984375,2.307692307692308,0,11.061298076923078,Excellent
0467462,2011,Qinghai,Haidong,5.215686274509804,2.3275862068965516,2.7401960784313726,0.1724137931034483,10.455882352941178,Excellent
0467463,2011,Qinghai,Haidong,4.8,1.9642857142857142,2.3000000000000003,0,9.064285714285715,Excellent
0516061,2011,Sichuan,Guangan,3.419354838709677,3.875,2.540322580645161,3.375,13.209677419354838,Excellent
0516062,2011,Sichuan,Guangan,4.380952380952381,4.8,1.9523809523809523,5.300000000000001,16.433333333333334,Excellent
0516063,2011,Sichuan,Guangan,4,3.706896551724138,1.8499999999999999,3.8793103448275867,13.436206896551726,Excellent
0540541,2011,Sichuan,Chengdu,5.395348837209303,5.681818181818182,2.8313953488372094,4.886363636363637,18.79492600422833,Excellent
0540542,2011,Sichuan,Chengdu,4.4,9.453125,5.166666666666666,9.140625,28.160416666666666,Excellent
0540543,2011,Sichuan,Chengdu,4.851851851851852,4.609375,3.425925925925926,3.984375,16.87152777777778,Excellent
0542491,2011,Sichuan,Liangshan,3.2727272727272725,6.029411764705883,1.9090909090909087,4.852941176470588,16.06417112299465,Good
0542492,2011,Sichuan,Liangshan,3.533333333333333,6.521739130434783,3.185483870967742,5,18.240556334735857,Excellent
0542493,2011,Sichuan,Liangshan,6.153846153846154,6.315789473684211,7.269230769230769,5.921052631578947,25.659919028340084,Good
0560431,2011,Sichuan,Nanchong,3.74468085106383,3.9814814814814814,2.7393617021276597,1.8269230769230769,12.292447111596047,Excellent
0560432,2011,Sichuan,Nanchong,4.352941176470589,5.892857142857143,0.6421568627450983,3.125,14.012955182072831,Excellent
0560433,2011,Sichuan,Nanchong,4.844444444444445,6.145833333333332,1.888888888888889,4.270833333333334,17.15,Excellent
0560591,2011,Sichuan,Nanchong,4.777777777777778,6.428571428571428,3.666666666666667,5.9523809523809526,20.825396825396826,Excellent
0560592,2011,Sichuan,Nanchong,4.307692307692308,5.652173913043478,2.4038461538461537,3.695652173913043,16.059364548494983,Excellent
0560593,2011,Sichuan,Nanchong,4.857142857142857,6.25,2.5,5,18.607142857142858,Good
0563021,2011,Sichuan,Yibin,6.6000000000000005,9.444444444444445,6.4,8.425925925925926,30.870370370370367,Excellent
0563022,2011,Sichuan,Yibin,5,9.027777777777779,6.333333333333334,7.777777777777778,28.138888888888893,Good
0563023,2011,Sichuan,Yibin,5.209302325581396,5.7407407407407405,4.511627906976744,5.185185185185185,20.646856158484063,Excellent
0563461,2011,Sichuan,Yibin,4.705882352941177,4.411764705882353,3.7794117647058827,4.11764705882353,17.014705882352942,Good
0563462,2011,Sichuan,Yibin,5,5.833333333333332,3.3235294117647056,5.357142857142857,19.514005602240896,Excellent
0563463,2011,Sichuan,Yibin,7.891891891891892,8.26086956521739,8.75,10,34.90276145710928,Excellent
0566041,2011,Sichuan,Ziyang,3.6923076923076925,3.5810810810810807,2.203125,3.310810810810811,12.787324584199585,Excellent
0566042,2011,Sichuan,Ziyang,4.428571428571429,3.4375,2.2142857142857144,3.645833333333334,13.726190476190476,Excellent
0566043,2011,Sichuan,Ziyang,4.71875,5.277777777777778,3.609375,4.652777777777778,18.258680555555557,Excellent
0574571,2011,Sichuan,Neijiang,4.130434782608695,5.288461538461537,1.8804347826086958,4.51923076923077,15.818561872909697,Excellent
0574572,2011,Sichuan,Neijiang,3.3181818181818183,4.326923076923077,1.6590909090909087,2.9807692307692313,12.284965034965035,Excellent
0574573,2011,Sichuan,Neijiang,3.9375,3.055555555555556,1.25,3.194444444444444,11.4375,Excellent
0576331,2011,Sichuan,Ganzi,3.2777777777777777,2.1875,2.638888888888889,2.5,10.604166666666666,Excellent
0576332,2011,Sichuan,Ganzi,3.4035087719298245,3.6486486486486487,3.3421052631578947,2.364864864864865,12.759127548601233,Excellent
0576333,2011,Sichuan,Ganzi,2.903225806451613,3.8636363636363633,5.416666666666667,2.5,14.683528836754643,Excellent
0582021,2011,Sichuan,Mianyang,5.538461538461538,7.5,7.0357142857142865,7.8125,27.886675824175825,Good
0582022,2011,Sichuan,Mianyang,4.055555555555555,5.625,0.5555555555555558,6.000000000000001,16.23611111111111,Excellent
0582023,2011,Sichuan,Mianyang,3.6097560975609753,4.4,0.9756097560975607,4.500000000000001,13.485365853658536,Excellent
0586591,2011,Sichuan,Meishan,4.549019607843137,4.107142857142858,1.0784313725490198,5.178571428571428,14.913165266106443,Excellent
0586592,2011,Sichuan,Meishan,7.384615384615385,9.464285714285714,7.5,9.642857142857142,33.99175824175824,Good
0586593,2011,Sichuan,Meishan,4.595744680851064,3.888888888888889,2.3138297872340425,4.722222222222222,15.520685579196218,Excellent
0604401,2011,Hebei,Baoding,4.468085106382979,5.925925925925926,1.2244897959183676,4.2592592592592595,15.877760087486532,Excellent
0604402,2011,Hebei,Baoding,3.954545454545455,6.458333333333332,0.5681818181818182,2.8125,13.793560606060606,Excellent
0604403,2011,Hebei,Baoding,3.659574468085107,6.3392857142857135,2.446808510638298,4.375,16.820668693009118,Excellent
0604811,2011,Hebei,Baoding,5.151515151515151,8.513513513513512,1.6363636363636365,5.743243243243244,21.044635544635547,Excellent
0604812,2011,Hebei,Baoding,5.193548387096775,9.411764705882353,2.274193548387097,3.9705882352941178,20.850094876660343,Excellent
0604813,2011,Hebei,Baoding,5.170731707317073,8.152173913043478,1.6785714285714284,3.804347826086956,18.805824875018935,Excellent
0640281,2011,Hebei,Shijiazhuang,7.642857142857143,10,8.75,9.117647058823529,35.510504201680675,Good
0640282,2011,Hebei,Shijiazhuang,7.935483870967742,9.761904761904761,8.25,10,35.9473886328725,Excellent
0640283,2011,Hebei,Shijiazhuang,5.923076923076923,9.833333333333334,8,9.666666666666666,33.42307692307692,Good
0640331,2011,Hebei,Shijiazhuang,4.9565217391304355,6.574074074074074,0.6521739130434784,2.2222222222222223,14.404991948470212,Excellent
0640332,2011,Hebei,Shijiazhuang,6.410256410256411,9.523809523809524,2.941860465116279,8.69047619047619,27.566402589658402,Excellent
0640333,2011,Hebei,Shijiazhuang,3.7894736842105265,6.666666666666668,1.3157894736842106,2.355587121212121,14.127516945773527,Excellent
0646041,2011,Hebei,Cangzhou,6,9.0625,7,7.84375,29.90625,Good
0646042,2011,Hebei,Cangzhou,6.352941176470588,9.318181818181818,7.166666666666667,8.636363636363637,31.47415329768271,Good
0646043,2011,Hebei,Cangzhou,7.181818181818182,9.107142857142858,7.022727272727273,8.928571428571427,32.240259740259745,Good
0655461,2011,Hebei,Chengde,4.086956521739131,2.3000000000000003,2.2608695652173916,0.2,8.847826086956523,Excellent
0655462,2011,Hebei,Chengde,4.9,2.2727272727272725,3.25,0.2272727272727273,10.649999999999999,Excellent
0655463,2011,Hebei,Chengde,5.153846153846154,2.833333333333333,3.576923076923077,0.25,11.814102564102564,Excellent
0724281,2011,Jiangxi,Jingdezhen,5.555555555555555,8.478260869565217,6.25,4.130434782608695,24.414251207729468,Excellent
0724282,2011,Jiangxi,Jingdezhen,5.083333333333333,8.07748538011696,8.25,3.0263157894736836,24.43713450292398,Good
0724283,2011,Jiangxi,Jingdezhen,4.846153846153846,8.235294117647058,8,5.147058823529411,26.228506787330318,Good
0740021,2011,Jiangxi,Nanchang,4.6875,6.578947368421053,3.40625,5.657894736842105,20.330592105263158,Good
0740022,2011,Jiangxi,Nanchang,3.3142857142857145,3.552631578947368,2.392857142857143,1.7105263157894735,10.970300751879698,Good
0740023,2011,Jiangxi,Nanchang,3.9375,4.248366013071896,1.96875,2.5,12.654616013071896,Good
0740041,2011,Jiangxi,Nanchang,8.5,10,9,10,37.5,Good
0740042,2011,Jiangxi,Nanchang,6.620689655172414,8.289473684210527,7.75,9.210526315789473,31.870689655172413,Good
0740043,2011,Jiangxi,Nanchang,9.09090909090909,9.230769230769232,9.25,10,37.57167832167832,Good
0740571,2011,Jiangxi,Nanchang,5.529411764705882,9.5,8.5,10,33.529411764705884,Good
0740572,2011,Jiangxi,Nanchang,4.4,10,5.75,5,25.15,Poor
0740573,2011,Jiangxi,Nanchang,7.6923076923076925,9.86111111111111,7.75,10,35.30341880341881,Good
0746311,2011,Jiangxi,Yichun,3.86046511627907,2.8125000000000004,2.0290697674418605,0.7291666666666667,9.431201550387597,Excellent
0746312,2011,Jiangxi,Yichun,4.260869565217392,3.4615384615384617,2.119565217391304,2.115384615384616,11.957357859531772,Good
0746313,2011,Jiangxi,Yichun,3.9545454545454546,2.8,2.0454545454545454,0.9000000000000001,9.7,Excellent
0749811,2011,Jiangxi,Shangrao,3.85,4.545454545454546,1.375,2.3863636363636362,12.156818181818183,Excellent
0749812,2011,Jiangxi,Shangrao,4,4.1000000000000005,1.5465116279069768,3.1,12.746511627906978,Excellent
0749813,2011,Jiangxi,Shangrao,3.4761904761904763,3.4000000000000004,1.3414634146341464,2.1,10.317653890824623,Excellent
0753761,2011,Jiangxi,Jiujiang,4.454545454545455,7.962962962962963,4.772727272727273,7.12962962962963,24.319865319865322,Excellent
0753762,2011,Jiangxi,Jiujiang,6.086956521739131,8.75,5.4021739130434785,6.826923076923077,27.066053511705686,Excellent
0753763,2011,Jiangxi,Jiujiang,5.176470588235294,9,7.955882352941177,9.5,31.63235294117647,Good
0755041,2011,Jiangxi,Jian,5.076923076923077,8.214285714285714,9.237179487179487,7.380952380952381,29.909340659340657,Excellent
0755042,2011,Jiangxi,Jian,6.800000000000001,8.541666666666666,7.011904761904762,8.333333333333332,30.68690476190476,Good
0755043,2011,Jiangxi,Jian,5.875,9.444444444444445,6.75,6.111111111111111,28.180555555555554,Moderate
0782331,2011,Jiangxi,Ganzhou,5.0476190476190474,5.2,3.0595238095238093,1.9,15.207142857142857,Excellent
0782332,2011,Jiangxi,Ganzhou,4.8,4.224137931034483,2.8499999999999996,1.7241379310344829,13.598275862068965,Excellent
0782333,2011,Jiangxi,Ganzhou,6.384615384615384,6.833333333333334,4.884615384615384,5.166666666666666,23.269230769230766,Excellent
0896761,2011,Xinjiang,Akesu,3.2142857142857144,2.631578947368421,3.035714285714286,1.1842105263157894,10.06578947368421,Good
0896762,2011,Xinjiang,Akesu,3.302325581395349,4.423076923076923,6.761904761904762,3.076923076923077,17.56423034330011,Excellent
0896763,2011,Xinjiang,Akesu,5.151515151515151,7.25,7.545454545454545,4,23.946969696969695,Excellent
0940041,2011,Beijing,Beijing,7.526315789473684,9.886363636363637,8.25,4.318181818181818,29.980861244019138,Excellent
0940042,2011,Beijing,Beijing,8.108108108108109,10,9,9.65909090909091,36.76719901719902,Excellent
0940043,2011,Beijing,Beijing,8.444444444444445,9.5,10,10,37.94444444444444,Good
1017911,2011,Neimenggu,Xilingol,4,1.875,4.678571428571429,0,10.553571428571429,Excellent
1017912,2011,Neimenggu,Xilingol,2.526315789473684,4.5,5.407894736842105,0.6,13.034210526315789,Excellent
1017913,2011,Neimenggu,Xilingol,4.235294117647059,2.3684210526315788,5.176470588235294,0,11.780185758513932,Excellent
1040041,2011,Neimenggu,Hohhot,7.487179487179487,7.954545454545455,9.621794871794872,8.295454545454547,33.358974358974365,Excellent
1040042,2011,Neimenggu,Hohhot,6.909090909090909,8.035714285714286,10,7.678571428571428,32.62337662337662,Good
1040043,2011,Neimenggu,Hohhot,7.3125,8.529411764705882,9,8.823529411764707,33.665441176470594,Good
1051021,2011,Neimenggu,Hinggan,4.9375,2.4324324324324325,5.296875,2.8378378378378377,15.50464527027027,Excellent
1051022,2011,Neimenggu,Hinggan,4.96,3.25,7.283333333333333,2.1875,17.680833333333332,Excellent
1051023,2011,Neimenggu,Hinggan,5.571428571428571,6.666666666666668,7.75,5.729166666666668,25.71726190476191,Excellent
1053811,2011,Neimenggu,Chifeng,6.965517241379311,8,7.905172413793103,8.333333333333334,31.20402298850575,Good
1053812,2011,Neimenggu,Chifeng,4.823529411764706,5.178571428571428,0.6862745098039214,1.3392857142857142,12.027661064425768,Excellent
1053813,2011,Neimenggu,Chifeng,5.574468085106384,5.961538461538462,1.1702127659574468,2.5961538461538463,15.302373158756138,Excellent
1082061,2011,Neimenggu,Hulunbuir,3.959183673469388,2.596153846153846,3.346938775510204,0.7692307692307693,10.671507064364208,Excellent
1082062,2011,Neimenggu,Hulunbuir,4,1.5740740740740742,2.362244897959184,2.4074074074074074,10.343726379440666,Excellent
1082063,2011,Neimenggu,Hulunbuir,4.037735849056604,1.6379310344827585,2.349056603773585,2.2413793103448274,10.266102797657775,Excellent
1082591,2011,Neimenggu,Hulunbuir,4.615384615384616,3.75,7.076923076923077,2.426470588235294,17.868778280542987,Excellent
1082592,2011,Neimenggu,Hulunbuir,5.156626506024097,4.261363636363636,4.123493975903614,2.6704545454545454,16.211938663745894,Excellent
1082593,2011,Neimenggu,Hulunbuir,5.8,4.84375,8.666666666666666,3.671875,22.98229166666667,Excellent
1101311,2011,Jiangsu,Suzhou,6.355555555555555,8.229166666666666,9.555555555555555,7.083333333333334,31.22361111111111,Excellent
1101312,2011,Jiangsu,Suzhou,7.722222222222222,8.55263157894737,5.583333333333334,7.63157894736842,29.48976608187135,Good
1101313,2011,Jiangsu,Suzhou,8.05,9.374999999999998,8,7.291666666666666,32.71666666666666,Excellent
1111541,2011,Jiangsu,Xuzhou,5.615384615384615,8.235294117647058,7,7.7941176470588225,28.644796380090494,Good
1111542,2011,Jiangsu,Xuzhou,3.019607843137255,6.25,1.826923076923077,2.5625,13.659030920060331,Excellent
1111543,2011,Jiangsu,Xuzhou,3.5714285714285716,8.194444444444445,7.0357142857142865,5.1307189542483655,23.93230625583567,Good
1127441,2011,Jiangsu,Taizhou,7.070422535211268,8.881578947368421,6.647887323943662,9.342105263157896,31.94199406968125,Excellent
1127442,2011,Jiangsu,Taizhou,5.450980392156862,7.4107142857142865,1.6225490196078431,5.5357142857142865,20.01995798319328,Excellent
1127443,2011,Jiangsu,Taizhou,5.155555555555555,8.333333333333332,4.027777777777778,5.520833333333332,23.037499999999998,Excellent
1146041,2011,Jiangsu,Yancheng,6.470588235294118,7.222222222222222,8,7.222222222222222,28.915032679738562,Moderate
1146042,2011,Jiangsu,Yancheng,6.642857142857142,8.947368421052634,7.327586206896552,8.421052631578947,31.338864402385276,Good
1146043,2011,Jiangsu,Yancheng,5.024390243902439,3.854166666666667,3.9761904761904763,5,17.854747386759584,Excellent
1160061,2011,Jiangsu,Suqian,4.606060606060606,5,2.8106060606060606,3.8026315789473686,16.219298245614034,Excellent
1160062,2011,Jiangsu,Suqian,5.073170731707317,7.291666666666666,1.2256097560975607,2.708333333333333,16.298780487804876,Excellent
1160063,2011,Jiangsu,Suqian,5.435897435897435,5.476190476190476,2.032051282051282,4.0476190476190474,16.99175824175824,Excellent
1174891,2011,Jiangsu,Yangzhou,7.666666666666667,8.46153846153846,5.709183673469388,9.51923076923077,31.356619570905284,Excellent
1174892,2011,Jiangsu,Yangzhou,6.549019607843137,7.4107142857142865,3.372549019607843,7.678571428571428,25.010854341736692,Excellent
1174893,2011,Jiangsu,Yangzhou,6.904761904761905,8.229166666666668,4.178571428571429,7.8125,27.125,Excellent
1182761,2011,Jiangsu,Lianyungang,5,7.291666666666668,5.227272727272727,2.2916666666666665,19.810606060606062,Good
1182762,2011,Jiangsu,Lianyungang,4.382978723404255,5.961538461538462,1.8138297872340425,2.307692307692308,14.466039279869067,Excellent
1182763,2011,Jiangsu,Lianyungang,5.19298245614035,5.887096774193548,2.004385964912281,2.4193548387096775,15.503820033955856,Excellent
1224901,2011,Chongqing,Chongqing,4.818181818181818,5.625,3.6388888888888893,6.145833333333334,20.22790404040404,Excellent
1224902,2011,Chongqing,Chongqing,4.294117647058824,4.7368421052631575,1.6470588235294117,3.1578947368421053,13.8359133126935,Good
1224903,2011,Chongqing,Chongqing,4.744186046511628,6.730769230769232,4.290697674418604,7.211538461538462,22.977191413237925,Excellent
1240991,2011,Chongqing,Chongqing,3.6551724137931036,5.19047619047619,5.821428571428571,3.25,17.917077175697862,Excellent
1240992,2011,Chongqing,Chongqing,4.051282051282051,3.913043478260869,3.6538461538461537,2.608695652173913,14.226867335562986,Excellent
1240993,2011,Chongqing,Chongqing,3.948717948717949,4.270833333333333,4.057692307692308,3.4375,15.71474358974359,Excellent
1340041,2011,Gansu,Lanzhou,8,10,6.75,8.333333333333332,33.08333333333333,Poor
1340042,2011,Gansu,Lanzhou,6,9.318181818181818,9,9.545454545454547,33.86363636363637,Good
1340043,2011,Gansu,Lanzhou,6.32,10,7.5,8.823529411764707,32.6435294117647,Good
1349021,2011,Gansu,Dingxi,4.111111111111111,4.404761904761905,1.6111111111111112,0.9523809523809523,11.079365079365079,Excellent
1349022,2011,Gansu,Dingxi,4.193548387096774,5,1.612903225806452,2.625,13.431451612903226,Excellent
1349023,2011,Gansu,Dingxi,4.090909090909091,5.300000000000001,1.8636363636363635,2.8000000000000003,14.054545454545455,Excellent
1355591,2011,Gansu,Pingliang,3.909090909090909,3.660714285714286,1.477272727272727,2.3214285714285716,11.368506493506493,Excellent
1355592,2011,Gansu,Pingliang,4.0606060606060606,5.25,2.0075757575757573,2.25,13.568181818181818,Excellent
1355593,2011,Gansu,Pingliang,4.363636363636363,5.431034482758621,2.1363636363636367,1.6379310344827585,13.568965517241379,Excellent
1382021,2011,Gansu,Zhangye,4.9361702127659575,3.653846153846154,1.0691489361702127,3.365384615384616,13.02454991816694,Excellent
1382022,2011,Gansu,Zhangye,5.5600000000000005,2.962962962962963,1.5192307692307692,3.4259259259259256,13.46811965811966,Excellent
1382023,2011,Gansu,Zhangye,5.719298245614035,4.21875,4.0394736842105265,3.90625,17.88377192982456,Excellent
1411541,2011,Heilongjiang,Jixi,5.272727272727273,3.333333333333333,1.6911764705882355,0.8333333333333333,11.130570409982175,Excellent
1411542,2011,Heilongjiang,Jixi,5.052631578947368,6,6.0476190476190474,2.833333333333333,19.933583959899746,Good
1411543,2011,Heilongjiang,Jixi,4.888888888888888,3.5,2.4148936170212765,0.4,11.203782505910166,Excellent
1424031,2011,Heilongjiang,Qiqihar,4.628571428571428,5.394736842105264,6.25,0.5263157894736842,16.79962406015038,Good
1424032,2011,Heilongjiang,Qiqihar,5.052631578947368,4.374999999999999,7.75,0,17.177631578947366,Good
1424033,2011,Heilongjiang,Qiqihar,3.3684210526315788,4.318181818181818,4.75,0,12.436602870813397,Good
1440161,2011,Heilongjiang,Harbin,6.606060606060606,9.761904761904761,8,7.5,31.86796536796537,Excellent
1440162,2011,Heilongjiang,Harbin,8.058823529411764,10,9.848484848484848,9.166666666666666,37.07397504456328,Excellent
1440163,2011,Heilongjiang,Harbin,6.411764705882353,10,7.75,8.91304347826087,33.07480818414322,Excellent
1455281,2011,Heilongjiang,Jiamusi,7.000000000000001,9.6875,9.75,7.5,33.9375,Moderate
1455282,2011,Heilongjiang,Jiamusi,5.866666666666667,8.61111111111111,8.416666666666668,9.444444444444445,32.33888888888889,Moderate
1455283,2011,Heilongjiang,Jiamusi,6.5,9.772727272727273,8,6.818181818181818,31.090909090909093,Good
1504781,2011,Guangdong,Foshan,6.97560975609756,7.916666666666668,6.059523809523809,8.4375,29.389300232288036,Excellent
1504782,2011,Guangdong,Foshan,7.555555555555555,7.8125,6.212962962962963,8.125,29.70601851851852,Good
1504783,2011,Guangdong,Foshan,6.625,7.638888888888888,7.893939393939394,7.222222222222222,29.380050505050505,Good
1511561,2011,Guangdong,Shenzhen,5.333333333333333,8.333333333333332,6.833333333333334,8.333333333333332,28.833333333333332,Poor
1511562,2011,Guangdong,Shenzhen,7.142857142857143,7.5,10,8.75,33.39285714285714,Moderate
1511563,2011,Guangdong,Shenzhen,6.933333333333334,9.25,10,9.444444444444445,35.62777777777778,Good
1538591,2011,Guangdong,Chaozhou,6.588235294117647,9.166666666666666,7.352941176470588,7.777777777777777,30.885620915032675,Good
1538592,2011,Guangdong,Chaozhou,7.542857142857144,9.868421052631579,7,9.473684210526317,33.88496240601504,Good
1538593,2011,Guangdong,Chaozhou,6,6.923076923076924,9,5.384615384615385,27.307692307692307,Good
1540441,2011,Guangdong,Guangzhou,4.925925925925926,6.328125,5.907407407407407,5.546875,22.708333333333332,Excellent
1540442,2011,Guangdong,Guangzhou,4.4,6.086956521739131,3.75,5.543478260869565,19.780434782608697,Excellent
1540443,2011,Guangdong,Guangzhou,5.72093023255814,8.645833333333334,6.186046511627906,8.125,28.677810077519382,Excellent
1540581,2011,Guangdong,Guangzhou,5.176470588235294,9.25,8,10,32.42647058823529,Good
1540583,2011,Guangdong,Guangzhou,7.419354838709678,9.473684210526317,8.25,9.736842105263158,34.87988115449915,Good
1546281,2011,Guangdong,Maoming,4.357142857142858,7.7941176470588225,4.913793103448276,3.235294117647059,20.300347725297016,Good
1546282,2011,Guangdong,Maoming,4.777777777777778,8.40909090909091,4.416666666666667,4.090909090909091,21.694444444444446,Good
1546283,2011,Guangdong,Maoming,3.4117647058823533,7.291666666666668,5.235294117647058,4.753787878787879,20.69251336898396,Good
1546311,2011,Guangdong,Maoming,5.056603773584905,6.953125,3.0377358490566033,4.921875,19.96933962264151,Excellent
1546312,2011,Guangdong,Maoming,5.346938775510203,7.115384615384616,4.142857142857143,5.576923076923077,22.18210361067504,Excellent
1546313,2011,Guangdong,Maoming,4.666666666666667,8.5,4.75,9,26.916666666666668,Moderate
1546761,2011,Guangdong,Maoming,5.255813953488372,5.462962962962963,4.406976744186046,6.666666666666668,21.79242032730405,Excellent
1546762,2011,Guangdong,Maoming,4,6,2.2794117647058827,4.375,16.654411764705884,Excellent
1546763,2011,Guangdong,Maoming,4.311111111111111,6.730769230769232,5.222222222222221,4.615384615384616,20.87948717948718,Excellent
1556761,2011,Guangdong,Qingyuan,4.756756756756757,6.1857707509881426,5.581081081081081,4.347826086956522,20.871434675782503,Excellent
1556762,2011,Guangdong,Qingyuan,5.052631578947368,7.25,3.5,5.25,21.05263157894737,Good
1556763,2011,Guangdong,Qingyuan,6,7.321428571428571,8.541666666666666,6.428571428571428,28.291666666666664,Good
1582311,2011,Guangdong,Jiangmen,6.333333333333333,8.272727272727273,5.444444444444445,8.636363636363637,28.68686868686869,Good
1582312,2011,Guangdong,Jiangmen,7.666666666666667,9.285714285714286,7.565217391304348,8.928571428571427,33.446169772256724,Good
1582313,2011,Guangdong,Jiangmen,6.055555555555555,5.263157894736842,4.638888888888889,4.2105263157894735,20.168128654970758,Good
1582781,2011,Guangdong,Jiangmen,4.736842105263158,8.695652173913043,5.605263157894736,5.6521739130434785,24.689931350114414,Excellent
1582782,2011,Guangdong,Jiangmen,5,8.461538461538462,6.458333333333333,6.923076923076923,26.84294871794872,Good
1582783,2011,Guangdong,Jiangmen,5.076923076923077,9.318181818181818,3.275641025641026,8.181818181818182,25.852564102564102,Excellent
1601041,2011,Liaoning,Benxi,6.521739130434783,9.67741935483871,8,6.612903225806451,30.812061711079945,Excellent
1601042,2011,Liaoning,Benxi,5.7142857142857135,9.827586206896552,8,7.155172413793104,30.697044334975367,Excellent
